list_date,isbn13,rank,weeks_on_list,title,author,publisher,description,month
2023-02-19,9780593321201,2,19,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,2
2023-02-19,9780593186718,3,5,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",2
2023-02-19,9780063251922,4,16,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,2
2023-02-19,9781250282521,5,1,MAAME,Jessica George,St. Martin's,"Maddie, the daughter of an overbearing mother recently returned from Ghana and a father suffering from Parkinson’s, begins to build a life for herself in London.",2
2023-02-19,9780385548922,6,16,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",2
2023-02-19,9780316404297,7,4,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California.",2
2023-02-19,9781250235350,8,1,EXILES,Jane Harper,Flatiron,"Questions surrounding the case of a missing woman, which have weighed on Aaron Falk for the past year, emerge at a gathering in the southern Australian wine country.",2
2023-02-19,9781668002179,9,22,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,2
2023-02-19,9781984818386,10,18,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",2
2023-02-19,9780593201268,11,3,HOW TO SELL A HAUNTED HOUSE,Grady Hendrix,Berkley,"After her parents die, Louise encounters more than she expected in dealing with the family home.",2
2023-02-19,9780063204157,12,4,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,2
2023-02-19,9780525559474,13,102,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,2
2023-02-19,9780399562969,14,10,HORSE,Geraldine Brooks,Viking,"The story of a racehorse, an enslaved groom and an itinerant painter reverberates in three different eras.",2
2023-02-19,9781250846037,15,1,FINLAY DONOVAN JUMPS THE GUN,Elle Cosimano,Minotaur,"The third book in the Finlay Donovan series. A mob boss, a contract killer and parenthood complicate things for Finlay and Vero.",2
2023-02-26,9781250284082,1,1,ENCORE IN DEATH,J.D. Robb,St. Martin's,The 56th book of the In Death series. Eve Dallas investigates the mysterious death of a well-loved star of stage and screen.,2
2023-02-26,9781984879295,2,1,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,2
2023-02-26,9780385547345,3,40,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,2
2023-02-26,9780593321201,4,20,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,2
2023-02-26,9780593186718,5,6,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",2
2023-02-26,9780063251922,6,17,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,2
2023-02-26,9780593243398,7,1,VICTORY CITY,Salman Rushdie,Random House,"After a battle in 14th-century southern India, a girl named Pampa Kampana becomes a vessel for a goddess and spends 250 years seeking to give women equal agency in a patriarchal world.",2
2023-02-26,9781984818386,8,19,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",2
2023-02-26,9780525618614,9,1,UNNATURAL HISTORY,Jonathan Kellerman,Ballantine,The 38th book in the Alex Delaware series. Alex and Milo investigate the murder of a wealthy photographer.,2
2023-02-26,9780385548922,10,17,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",2
2023-02-26,9780316404297,11,5,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California.",2
2023-02-26,9781668002179,12,23,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,2
2023-02-26,9781982197360,13,1,THE HOUSE OF EVE,Sadeqa Johnson,Simon & Schuster,"Complications involving love, family and higher education impact the lives of two women living in the 1950s.",2
2023-02-26,9780525559474,14,103,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,2
2023-02-26,9781250282521,15,2,MAAME,Jessica George,St. Martin's,"Maddie, the daughter of an overbearing mother recently returned from Ghana and a father suffering from Parkinson’s, begins to build a life for herself in London.",2
2023-03-05,9780385547345,1,41,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3
2023-03-05,9780593321201,2,21,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,3
2023-03-05,9781984879295,3,2,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,3
2023-03-05,9780063251922,4,18,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,3
2023-03-05,9780385548922,5,18,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",3
2023-03-05,9780593186718,6,7,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",3
2023-03-05,9781250284082,7,2,ENCORE IN DEATH,J.D. Robb,St. Martin's,The 56th book of the In Death series. Eve Dallas investigates the mysterious death of a well-loved star of stage and screen.,3
2023-03-05,9781668002179,8,24,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,3
2023-03-05,9781984818386,9,20,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",3
2023-03-05,9780525559474,10,104,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,3
2023-03-05,9780316404297,11,6,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California.",3
2023-03-05,9780063204157,12,5,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3
2023-03-05,9781982197360,13,2,THE HOUSE OF EVE,Sadeqa Johnson,Simon & Schuster,"Complications involving love, family and higher education impact the lives of two women living in the 1950s.",3
2023-03-05,9781250252326,14,1,THE LAST ORPHAN,Gregg Hurwitz,Minotaur,The eighth book in the Orphan X series. Evan Smoak must choose between his principles or his life.,3
2023-03-05,9780593243398,15,2,VICTORY CITY,Salman Rushdie,Random House,"After a battle in 14th-century southern India, a girl named Pampa Kampana becomes a vessel for a goddess and spends 250 years seeking to give women equal agency in a patriarchal world.",3
2023-03-12,9780385547345,1,42,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3
2023-03-12,9780593321201,2,22,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,3
2023-03-12,9780593490143,3,1,I HAVE SOME QUESTIONS FOR YOU,Rebecca Makkai,Viking,A film professor and podcaster is invited back to teach a course at the boarding school where her roommate was murdered.,3
2023-03-12,9781984879295,4,3,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,3
2023-03-12,9780063251922,5,19,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,3
2023-03-12,9781668024485,6,1,MURDER YOUR EMPLOYER,Rupert Holmes,Avid Reader,"At the McMasters Conservatory for the Applied Arts, students learn how to “delete” someone.",3
2023-03-12,9780593548103,7,1,BURNER,Mark Greaney,Berkley,"The 12th book in the Gray Man series. Stolen records, the Russian mafia and the C.I.A. complicate things for Court Gentry and his lover.",3
2023-03-12,9781538720998,8,1,THE LAST KINGDOM,Steve Berry,Grand Central,The 17th book in the Cotton Malone series. Malone and Daniels battle adversaries in Bavaria.,3
2023-03-12,9781982199456,9,1,THE WRITING RETREAT,Julia Bartz,Atria/Emily Bestler,An aspiring writer goes on a writing retreat that might have life-changing or life-ending outcomes.,3
2023-03-12,9780593186718,10,8,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",3
2023-03-12,9780385548922,11,19,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",3
2023-03-12,9781668002179,12,25,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,3
2023-03-12,9781984818386,13,21,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",3
2023-03-12,9780525559474,14,105,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,3
2023-03-12,9780063204157,15,6,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3
2023-03-19,9780593331309,1,1,STORM WATCH,C.J. Box,Putnam,The 23rd book in the Joe Pickett series. Joe and Nate might be on opposite sides for the first time.,3
2023-03-19,9780385547345,2,43,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3
2023-03-19,9781635577921,3,1,A DAY OF FALLEN NIGHT,Samantha Shannon,Bloomsbury,"A prequel to “The Priory of the Orange Tree.” When the Dreadmount erupts, several women must protect humankind.",3
2023-03-19,9780593321201,4,23,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,3
2023-03-19,9780593490143,5,2,I HAVE SOME QUESTIONS FOR YOU,Rebecca Makkai,Viking,A film professor and podcaster is invited back to teach a course at the boarding school where her roommate was murdered.,3
2023-03-19,9781984879295,6,4,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,3
2023-03-19,9780063251922,7,20,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,3
2023-03-19,9780062963505,8,1,THE ADVENTURES OF AMINA AL-SIRAFI,Shannon Chakraborty,Harper Voyager,A former pirate on the Indian Ocean is asked to retrieve her comrade’s kidnapped daughter.,3
2023-03-19,9781984818386,9,22,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",3
2023-03-19,9780385548922,10,20,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",3
2023-03-19,9780063204157,11,7,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3
2023-03-19,9780525559474,12,106,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,3
2023-03-19,9781668002179,13,26,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,3
